PlateName	PlateID	wellLocation	ReagentClass	ReagentID	PCA01	PCA02	PCA03	PCA04	PCA05	PCA06	PCA07	DistanceScore	pvalue	PercentageMissingPerRecord	V1	AreaShapeSpatialMoment23C	Compound	IRstatut	Wellnumber	XPlate	Concentration	Category	XsplitColumn	Raw_AreaShapeAreaC
1	1	m03	SAMPLE	Erbstatin analog	0.750076197444054	-0.445085116015656	-0.284670636272646	0.87175697973418	-0.591501726052875	-1.02646667746509	-1.16899388167417	0.964333332997757	1.34021973418441e-104	0	138	793626528199952512	Erbstatin analog	+ IR	M03	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	98692.7857142857
2	1	c06	SAMPLE	Lenvatinib	-0.915865168254624	0.17446011489457	0.786359317710237	1.5915685446312	-0.486810704107165	0.338895183133113	-0.140152962770102	0.963658964511761	2.0116000201407e-104	0	229	545104927144749312	Lenvatinib	+ IR	C06	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	113557.846153846
1	1	n13	SAMPLE	Eltrombopag Olamine	-0.671562496564618	-2.05463109770648	0.0821270757745358	-0.320785533767198	-0.376913835682072	1.77820441787327	-2.36928706620187	0.963033743868338	2.92979976210858e-104	0	126	1603188230582824960	Eltrombopag Olamine	+ IR	N13	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	93384.9069767442
1	1	m12	SAMPLE	Dexamethason acetate	-1.39364409013414	0.199803181973995	0.996818343108719	-0.249818229404713	-1.15991757312502	-0.693373444504752	-1.49328781944167	0.961899796762	5.80211242862796e-104	0	99	1494493942600006656	Dexamethason acetate	+ IR	M12	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	128459.307692308
1	1	k16	SAMPLE	Gefitinib	0.372336666206944	-0.795803103168737	0.0404428872478136	-0.138408274442133	-0.709157899988127	-1.2608293648453	-0.461058039873888	0.960486169807379	1.3589355687626e-103	0	161	1131832806248200704	Gefitinib	+ IR	K16	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	93359.2727272727
2	1	c11	SAMPLE	Pipobroman	0.602388950660236	-0.815035053431891	-0.924567850445485	-0.352822428451382	0.104177686333688	-0.493709105207481	-1.84784355952468	0.959885455244885	1.94724557446797e-103	0	287	1435849670525207296	Pipobroman	+ IR	C11	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	74902.4054054054
2	1	h05	SAMPLE	Lapatinib Ditosylate	-0.500137711402322	1.75145856588865	-0.458965684693038	-1.13410179516663	-0.151802049301078	-0.710756961188752	1.16857593441175	0.958837628196087	3.65141309714288e-103	0	223	517882197555103296	Lapatinib Ditosylate	+ IR	H05	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	92240.125
1	1	k12	SAMPLE	Decitabine	-1.77767669771654	0.280411030313103	0.664972513283442	-0.206165327834107	-0.872548614470517	0.295180067614491	0.212974490646685	0.958653456937636	4.06911425721045e-103	0	97	1295936576140574976	Decitabine	+ IR	K12	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	107599.861111111
4	1	i19	NEGATIVE	DMSO	-0.383637227284821	-1.38780911157626	1.11065312575857	-0.203323949588805	-0.310672392743681	2.43008226150585	-2.06104447640721	0.958129476927989	5.56308952276523e-103	0	589	1440124246875935488	DMSO	+ IR	I19	AstroD-IR-3uM-plate2	3uM	NEG	AstroD-IR-3uM-plate2	90354.3809523809
4	1	i06	SAMPLE	Lorlatinib	0.612192564974371	0.220573818051701	-0.49221881755991	-1.53167929859775	0.5274584519417	1.54404380201691	1.56215996721494	0.956464131839402	1.5092986067248e-102	0	611	728046196098223104	Lorlatinib	+ IR	I06	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	72995.2352941177
2	1	i14	SAMPLE	Sunitinib Malate	-1.17857882744006	-0.797188577731857	0.765615681049425	2.01605291257272	-0.910199907636004	0.647499682220989	-0.088155805675068	0.956229212397784	1.73340558176216e-102	0	330	593553295256731648	Sunitinib Malate	+ IR	I14	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	100995.191489362
1	1	f17	SAMPLE	Granisetron hydrochloride	0.426047917790557	-1.51480932596817	1.03759166903052	-0.607717544452259	-0.0586196431957071	0.579125789926244	-0.987168292772911	0.956211329973288	1.74768012829059e-102	0	168	2476438115007063040	Granisetron hydrochloride	+ IR	F17	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	94273.88
4	1	j05	SAMPLE	Larotrectinib sulfate	0.0206901779411695	0.370129726915531	-0.607644131554231	-1.49940552875655	0.127121847929134	0.0408515579149131	0.321313751315039	0.956095776475068	1.86842323728122e-102	0	601	1835378335221110784	Larotrectinib sulfate	+ IR	J05	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	92666.6857142857
1	1	k06	SAMPLE	Andrographolide	0.480165919985762	-0.589886488972315	0.892366500794037	-1.30016526135769	1.13181039868425	1.90891882572907	0.0480024974597121	0.955849317614538	2.16065307744803e-102	0	24	1604332055526230784	Andrographolide	+ IR	K06	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	90372.8125
4	1	j15	SAMPLE	Thymopentin	0.803995915352678	0.620914031573077	-0.679685481468454	-0.799864270327086	0.63565963985542	0.361319485228469	0.636813110839528	0.95321437668119	1.04380333959649e-101	0	718	220720185490821856	Thymopentin	+ IR	J15	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	67817.7419354839
1	1	i04	SAMPLE	Ro31-8220 mesylate	1.03198417922443	2.86461622676408	1.21678167527604	1.45566279834726	0.585860456504141	-0.599193490725908	0.838319568019719	0.95308712054414	1.12346863312532e-101	0	189	379963832017528960	Ro31-8220 mesylate	+ IR	I04	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	89971.9
1	1	j11	SAMPLE	Crenolanib	-2.21757053837109	-0.911551266424732	0.578676801804627	-1.1507397646772	-0.563425984960882	1.95099057917588	-0.492555941959688	0.953001759895328	1.17931249039916e-101	0	83	2157694996022619904	Crenolanib	+ IR	J11	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	112938.391304348
2	1	n09	SAMPLE	Palbociclib hydrochloride	-1.41578859782436	-1.16602638544421	0.8658335519769	-0.674463695875294	-0.922237045094807	1.91128747231817	-0.802066492682746	0.952609966633731	1.48659211355739e-101	0	274	1292231596933266688	Palbociclib hydrochloride	+ IR	N09	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	109847.142857143
2	1	c19	NEGATIVE	DMSO	1.10208306621327	0.145645371876001	1.0296434656428	-0.687937452492193	-0.0969308492154093	-1.18776332128926	-0.0958413314968769	0.951771931931259	2.44542569100943e-101	0	200	1401195751207432192	DMSO	+ IR	C19	AstroD-IR-1uM-plate2	1uM	NEG	AstroD-IR-1uM-plate2	96619.0857142857
4	1	m16	SAMPLE	Triethylenethiophosphoramide	0.201360316704608	0.328744645079471	-0.585468170495927	0.777171473956503	0.18757611506184	0.0361232684546056	-0.0146846950929554	0.95015062839232	6.41053322092017e-101	0	733	320836888167363008	Triethylenethiophosphoramide	+ IR	M16	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	82419.9024390244
1	1	g08	SAMPLE	Bexarotene	-0.341196402176661	1.46488719721107	0.669041280425665	-0.225038437384761	0.0592189149256957	-0.368885866140316	0.265751918075246	0.949923095749701	7.32214608708869e-101	0	44	813455705492839680	Bexarotene	+ IR	G08	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	107877.48
3	1	e18	SAMPLE	Idelalisib	-1.14803823209417	-0.142950737036769	-0.0167421723477129	0.154937906814396	-0.862411220403191	0.439436761365084	-0.749067954139233	0.948218595875014	2.01201932428228e-100	0	556	692601620393554944	Idelalisib	+ IR	E18	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	105499.714285714
3	1	m08	SAMPLE	Brivudine	0.567351786212388	-0.505945942162624	1.38493192863172	-0.658992309811096	-0.637783581703189	-1.01057583125603	-0.447697096115964	0.947560014703328	2.96710842961104e-100	0	431	1831173511914905344	Brivudine	+ IR	M08	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	98508.5555555556
3	1	g04	SAMPLE	Erbstatin analog	0.765496057417344	1.37418210166231	-0.907411605737224	1.66738536342371	0.774821655460988	-0.507701712922481	0.322486898580376	0.947428917927378	3.1992229105294e-100	0	515	191161501777701472	Erbstatin analog	+ IR	G04	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	69554.59375
2	1	c10	SAMPLE	Palbociclib Isethionate	-0.114272504401367	-0.738343272423562	-0.201449882543554	-1.08440711911527	-0.393300981111665	-0.229480586886584	-1.37692712167269	0.946116021485575	6.94908923206798e-100	0	275	1019771833454673920	Palbociclib Isethionate	+ IR	C10	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	92875.1818181818
1	1	d07	SAMPLE	Apatinib	-0.624474159101624	0.713262243729509	-0.0127355402970625	-1.21458603503494	-0.319203697043958	-0.987453618616554	0.566442016388087	0.945685368813596	8.94526844497557e-100	0	29	2856875613481765888	Apatinib	+ IR	D07	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	108710.606060606
1	1	i09	SAMPLE	Camostat mesilate	-0.266523904077164	1.13127951206621	-0.193837934493018	0.344563301644069	0.551488818976145	1.11550742899591	1.20805203618014	0.94527472848547	1.13777908731662e-99	0	59	699367858821101696	Camostat mesilate	+ IR	I09	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	79905.2884615385
4	1	f09	SAMPLE	Olaparib	-0.415424272861898	0.801617279725402	-0.269081777030342	0.695092881693537	-0.285269510385205	-1.04451486547716	0.657265470982795	0.94495231577845	1.37345183458317e-99	0	642	773067045644404352	Olaparib	+ IR	F09	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	101072.923076923
1	1	l15	SAMPLE	Fludarabine Phosphate	-0.866747318060273	-0.106075855737761	0.164232208933276	0.576706904757865	-0.676313351738864	0.339386093095639	-0.322544067254198	0.943905792809295	2.54282498857289e-99	0	150	1043751899901150976	Fludarabine Phosphate	+ IR	L15	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	109467.08
4	1	j03	NEGATIVE	DMSO	-0.858875475819349	-1.36764382187993	2.16880062894146	-0.454550619372992	-1.43575985804264	-0.486777498257834	-0.367675106344591	0.943332515749784	3.55813846546408e-99	0	590	3337197655871602688	DMSO	+ IR	J03	AstroD-IR-3uM-plate2	3uM	NEG	AstroD-IR-3uM-plate2	142721.846153846
4	1	k10	SAMPLE	Pentostatin	-0.189583237848821	-0.910491759249743	0.0247582005078403	0.758053817451168	-0.809973971308308	-0.865867800995986	-0.464183719505162	0.942614234984574	5.42184045873489e-99	0	655	782213904451584000	Pentostatin	+ IR	K10	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	104686.869565217
3	1	h12	SAMPLE	Dasatinib	3.04756223342895	-0.0409609991907255	-0.716182894616358	-1.77411958835243	2.01867002600071	0.504165114185173	1.67792031911505	0.942235016927579	6.76331779844869e-99	0	473	1415059489061486080	Dasatinib	+ IR	H12	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	53625.1470588235
4	1	f19	NEGATIVE	DMSO	-0.960422695213609	-0.154794965311656	0.62761455176193	-0.188617631500081	-0.936433679543604	-1.19971230091552	-0.33406853257542	0.941809331888882	8.66983165362313e-99	0	584	991375736595124352	DMSO	+ IR	F19	AstroD-IR-3uM-plate2	3uM	NEG	AstroD-IR-3uM-plate2	114289.567567568
2	1	k17	SAMPLE	Vesnarinone	-0.783844439662367	-0.753256019614115	-0.961082616557976	-0.104748160189472	-0.268021660825091	1.16866785088027	-0.278436163155015	0.940524246750845	1.84219549988465e-98	0	369	1267623974197937920	Vesnarinone	+ IR	K17	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	85892.5517241379
2	1	j12	SAMPLE	Retinol	-1.92383740683664	1.92762228870773	-0.637935992288333	0.00166388697875534	-0.453787983734299	0.174736429157897	-0.308024050015304	0.940288871371023	2.1104787320365e-98	0	306	688984661355957120	Retinol	+ IR	J12	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	93925.4905660377
3	1	k17	SAMPLE	Hydrocortisone butyrate	0.108740320260168	1.06525106110057	-0.26266725217835	0.780366981999482	0.101013530327272	-0.484612808357941	-0.591457239656467	0.938078637281926	7.70249489843231e-98	0	550	553364788579573440	Hydrocortisone butyrate	+ IR	K17	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	82409.696969697
2	1	f06	SAMPLE	Lomustine	-0.99887816341348	0.312270109971681	-0.298671327662664	0.104317479592008	-0.474996827220092	0.0332185908896046	0.0264227336320787	0.938073375232832	7.70792898910383e-98	0	232	733700151795092736	Lomustine	+ IR	F06	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	104786.113636364
1	1	m14	SAMPLE	Erdafitinib	-0.629826509467034	1.86862397853615	0.217318522386704	0.958343959117202	-0.545522240740394	-0.407608371868272	3.26932127267984	0.937198915899189	1.28324984193834e-97	0	139	563023915102948352	Erdafitinib	+ IR	M14	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	108593.666666667
1	1	j03	NEGATIVE	DMSO	-0.702392115395539	0.750115433223047	3.67538034224979	-0.600665568030695	-1.28831253051045	-1.44599004105614	0.700493600990451	0.936823688352222	1.59454658615898e-97	0	119	1242269067732193536	DMSO	+ IR	J03	AstroD-IR-1uM-plate1	1uM	NEG	AstroD-IR-1uM-plate1	148188.75
2	1	c12	SAMPLE	Raloxifene hydrochloride	0.542888561472626	1.63034323869804	-1.52590103098305	-0.0146010662323477	0.506164252463608	-0.982131658917515	0.887847290770532	0.935340960406466	3.78393491926516e-97	0	299	353554439554861504	Raloxifene hydrochloride	+ IR	C12	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	72840.8918918919
1	1	e07	SAMPLE	Apigenin	0.707730583377121	0.591901983830855	-0.833128442812102	-0.759675515038753	0.269781442501772	-0.971005553109691	0.417124867568447	0.933882632154512	8.83768472047076e-97	0	30	7605520580855669760	Apigenin	+ IR	E07	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	100486.375
2	1	n16	SAMPLE	Trifluridine	-0.717595537028022	-0.799164257901009	0.986788508920281	0.0550370052526344	-0.426034542895399	1.85731078222244	-1.14370994974316	0.932791389589008	1.66448274408452e-96	0	358	2174890290431854336	Trifluridine	+ IR	N16	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	94929.03125
2	1	e08	SAMPLE	Neratinib	0.488097682553382	0.351748520721872	-0.607141441424431	-0.209536830645054	0.300085938039708	0.32503156008841	1.5498218814285	0.931932878694799	2.73581140422724e-96	0	253	566519250050571840	Neratinib	+ IR	E08	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	83269.6078431373
3	1	h09	SAMPLE	Calcium Levofolinate	0.158129088123793	0.731556735920362	-1.35830929364777	0.114113878018616	0.750645524933623	0.264009993875084	0.693583924512434	0.931840820612278	2.87942451623881e-96	0	438	280244042252363296	Calcium Levofolinate	+ IR	H09	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	74685.3863636364
1	1	m13	SAMPLE	Duvelisib	-0.627551018494976	0.37521381204102	1.36857760730708	-2.2694445460244	-0.347765440536963	-0.975596352686931	0.526993213239951	0.930932597714265	4.86827005978773e-96	0	125	2958922122928831488	Duvelisib	+ IR	M13	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	120306.441176471
3	1	f18	SAMPLE	Ifosfamide	-0.252500529022611	1.17841890509362	0.837611177512505	-0.486055019986717	-0.253923705781123	-0.462048916758534	-1.0139862534841	0.929176806338937	1.34413568606361e-95	0	557	830766908218807296	Ifosfamide	+ IR	F18	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	105484.018518519
4	1	k13	SAMPLE	Silibinin	-0.549215571296738	-0.189801130270934	-1.16099557112201	-0.886412454838507	-0.897545087289861	-1.62944250131064	0.661043020839945	0.92776969089385	3.0267374457719e-95	0	696	3151251535452724736	Silibinin	+ IR	K13	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	128994.05
3	1	f05	SAMPLE	3-Bromopyruvic acid	-1.09749502993194	0.636287087324781	0.370033596329343	0.915047955165801	-0.281289683978143	0.30237118654412	1.11363344580816	0.927364278435303	3.81685260961636e-95	0	388	806202110847097472	3-Bromopyruvic acid	+ IR	F05	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	114590.931034483
4	1	l13	SAMPLE	S-Isocorydine(+)	-0.317677499610112	-1.0367208395286	2.27776783383279	-1.88772058771928	-1.14119431534641	-0.383958943050052	0.38497075952651	0.926737027050855	5.4701509606746e-95	0	693	5245589953901750272	S-Isocorydine(+)	+ IR	L13	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	135334
3	1	k03	SAMPLE	TYRPHOSTIN-9	1.38388643654893	-2.03137121847307	-1.2463799524474	0.179498369654063	-0.019712396199761	0.304954418616746	1.00409093936277	0.926648699682762	5.74297627614403e-95	0	570	356773608869956416	TYRPHOSTIN-9	+ IR	K03	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	69960.0731707317
1	1	j16	SAMPLE	Gabapentin	-0.870936476579318	-0.620559406390688	-0.156778100583739	0.262559270437893	-0.406917263981077	1.22651197179953	-0.4470045224899	0.92629767416965	7.01612404796698e-95	0	160	574238176773297728	Gabapentin	+ IR	J16	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	88973.4222222222
2	1	m08	SAMPLE	Nintedanib	-1.85110644796165	-0.432596240984408	-0.942941785610231	-0.652672334765158	-0.550442343370266	2.33097165404548	-0.995430025156161	0.926290219716667	7.03019723897007e-95	0	261	1152669458773511936	Nintedanib	+ IR	M08	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	85672.4137931034
1	1	f07	SAMPLE	Apramycin sulfate	0.572272739108179	0.504669563507806	-1.38097870889811	-0.217407392708394	0.0306406017596491	-0.88714608608349	0.644098605372403	0.926117785859021	7.74756677832984e-95	0	31	894293680349843840	Apramycin sulfate	+ IR	F07	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	86751
4	1	m03	SAMPLE	Erbstatin analog	0.888034358575946	-1.57509962544502	1.0354202526559	1.73180606017272	-0.861719460853491	-0.920404012299702	-0.857506079129911	0.925899761493356	8.76538557408166e-95	0	593	1593618813217727744	Erbstatin analog	+ IR	M03	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	110344.694444444
4	1	l11	SAMPLE	Pyrvinium pamoate	1.47373318964933	-2.19965771652635	-0.959442958786889	1.15369655336078	-0.473588055369986	0.559190090416148	-0.00506153109421266	0.925081286550176	1.40153240726773e-94	0	669	309189427744328896	Pyrvinium pamoate	+ IR	L11	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	78204.7647058823
4	1	l06	SAMPLE	Mebendazole	0.787388307006942	1.91757836750575	-0.208861794318536	3.28768123401518	0.507602256923055	-0.767010163228585	1.1965495999764	0.924591933631529	1.85339278169463e-94	0	614	61093431584526488	Mebendazole	+ IR	L06	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	71172.358974359
4	1	h08	SAMPLE	Nifedipine	0.787202063962492	2.4758940349645	-0.863299839266637	-0.803305540112489	1.10703814663574	-0.182359627844022	0.920367554021255	0.924409051436101	2.0544082948212e-94	0	633	155801898099180352	Nifedipine	+ IR	H08	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	65193.88
4	1	k03	SAMPLE	TYRPHOSTIN-9	1.24334900522032	-1.97867819744678	-1.15829570840066	0.3726076388138	-0.26648334124522	1.14017319234409	-0.273298016155654	0.924179537141817	2.33908759302538e-94	0	738	529802223676418176	TYRPHOSTIN-9	+ IR	K03	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	64474.5333333333
4	1	h04	SAMPLE	Rottlerin	1.23692867576477	-2.33973294633829	-1.41037421604731	0.887045928483287	-0.391834621734468	0.987170222368725	-2.72512965869518	0.923885733480848	2.76340841482871e-94	0	689	207371834856318624	Rottlerin	+ IR	H04	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	52964.1052631579
4	1	d07	SAMPLE	Menatetrenone	0.245993527562399	0.332538158296424	0.831812419429885	-1.70920253086372	-0.153375023877822	-0.935437775190106	-0.338572221723131	0.923469695917163	3.50207321951634e-94	0	618	4136632519231388672	Menatetrenone	+ IR	D07	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	94770.3043478261
3	1	h06	SAMPLE	Altretamine	0.662420202038439	0.493679903806122	-0.957405849284595	-0.275647082703273	0.616540400517445	-0.096792301336967	0.0112123341343231	0.923371928059194	3.69612329870181e-94	0	402	395422829424031424	Altretamine	+ IR	H06	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	69088.9411764706
1	1	e10	SAMPLE	Cediranib	-0.245780562974004	1.40011696427258	1.03160727110041	1.39337015011891	-0.268527928510246	0.288264636708711	1.771550927486	0.921632011499329	1.00100347201124e-93	0	66	857214511608407424	Cediranib	+ IR	E10	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	105431.736842105
1	1	g05	SAMPLE	5-Aminolevulinic acid hydrochloride	0.0445104702219823	0.496813993544752	0.0626790687152544	-0.998516519504857	-0.299371145284908	-1.33072157562577	-0.675148180373883	0.921607568917421	1.01285631274964e-93	0	8	2565929774673562624	5-Aminolevulinic acid hydrochloride	+ IR	G05	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	104239.735294118
1	1	c04	SAMPLE	Ro31-8220 mesylate	1.07919337226342	0.292668924303803	-0.635622158840983	-0.720874464645853	0.591465452375678	-0.202650950034975	-1.86138491656881	0.920126238668918	2.36034685943617e-93	0	188	527586389378599488	Ro31-8220 mesylate	+ IR	C04	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	74998.0677966102
2	1	n14	SAMPLE	Tazarotene	-0.481721157660775	-1.82379887692508	0.454859391747264	-0.250524570032374	-0.742107981064487	1.3954383816493	-1.28231759525735	0.920091529378596	2.40231890986096e-93	0	335	2359980305832530944	Tazarotene	+ IR	N14	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	97117.5483870968
2	1	e04	SAMPLE	TYRPHOSTIN-9	1.14907766745371	-1.41193919448877	-1.57803595544133	0.434910663816276	0.0915759226958638	-0.238866417848701	0.402670548353299	0.919946021843553	2.59923692802143e-93	0	361	473176075071096128	TYRPHOSTIN-9	+ IR	E04	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	76286.3333333333
3	1	g05	SAMPLE	5-Aminolevulinic acid hydrochloride	1.17290935600493	0.490129348010986	0.534379092059153	-2.69599085231993	0.878657208158849	-0.526043865406325	1.19868250416819	0.919949320653569	2.59923692802143e-93	0	389	880896259269730432	5-Aminolevulinic acid hydrochloride	+ IR	G05	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	75329.5925925926
1	1	k03	SAMPLE	TYRPHOSTIN-9	1.28921924612429	-2.35601745276127	-0.900674932493882	0.235632312073226	-0.119403085615169	0.833243641321173	-0.0908436379378274	0.916862255812996	1.50745958661078e-92	0	193	386771775398619328	TYRPHOSTIN-9	+ IR	K03	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	82168.75
1	1	e14	SAMPLE	Encorafenib	1.97696292651924	0.308544555498244	-1.62795811813089	-0.126510871095431	0.962115287574702	-0.105433816987384	0.216012294896417	0.913802842819141	8.55956586781958e-92	0	129	334600216351654656	Encorafenib	+ IR	E14	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	58881.8909090909
2	1	k08	SAMPLE	Nimorazole	-1.01275484789908	-0.980777659576203	-0.00449309546782802	0.0685614142545863	-0.775445328453965	1.00389156343507	-0.224217241433006	0.913345439528944	1.1069452800276e-91	0	259	1169598617029726464	Nimorazole	+ IR	K08	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	108656.71875
3	1	d04	SAMPLE	BML-281	-0.140439919041335	0.370697490139699	0.54772527153561	-1.39306857375772	-0.0552369055280309	-1.36059128234326	1.05581531124627	0.913033163113308	1.31833531266108e-91	0	427	1632163493706308864	BML-281	+ IR	D04	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	117483.709677419
1	1	k18	SAMPLE	Irinotecan hydrochloride trihydrate	-0.0292943356015564	-1.4855479745167	0.514511805273167	0.971518688162648	-1.45702546946635	-0.537116520476931	-0.025443499504533	0.912707341239894	1.58207284957778e-91	0	184	1911880172590490624	Irinotecan hydrochloride trihydrate	+ IR	K18	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	119304.911764706
2	1	f14	SAMPLE	Sorafenib tosylate	0.225522415445219	1.51706479639116	0.252361802594022	0.04091823323827	0.686021402263286	0.791265081099393	-0.246115093331323	0.912162617683798	2.14882230307463e-91	0	327	456002072749200768	Sorafenib tosylate	+ IR	F14	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	86770.9333333333
4	1	m12	SAMPLE	Rociletinib	-1.49353649742269	0.775940719955143	-0.177873290347354	0.0671382042830938	-0.789916612323468	-0.930209171089905	-0.156982523568899	0.912005215615814	2.34385865181722e-91	0	684	617965206989222656	Rociletinib	+ IR	M12	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	99591.4054054054
1	1	m11	SAMPLE	Cyclophosphamide monohydrate	0.0910742925448011	-0.206395533436451	-0.969437656754725	-0.643716313547423	-0.274388280222781	-0.803084293205323	-1.07089670695737	0.911132368302354	3.83113711384529e-91	0	86	644924302906247424	Cyclophosphamide monohydrate	+ IR	M11	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	86595.275
4	1	n10	SAMPLE	Piceatannol	0.048089201519316	-1.87854266763686	-0.131829899666029	0.222877032536335	-0.948417601889307	0.400074584193533	-0.274425197724699	0.909900114215294	7.66564700377324e-91	0	658	657140582324103552	Piceatannol	+ IR	N10	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	98960.4285714286
